Authors,Author full names,Author(s) ID,Title,Year,Source title,Link,Affiliations,Authors with affiliations,Funding Details
Khan N.; Ahmed M.; Shaukat S.S.; Wahab M.; Siddiqui M.F.,"Khan, Nasrullah (26323565100); Ahmed, Moinuddin (55463593400); Shaukat, Syed Shahid (7003395880); Wahab, Muhammad (35346244700); Siddiqui, Muhammad Faheem (15128005800)",26323565100; 55463593400; 7003395880; 35346244700; 15128005800,"Structure, diversity, and regeneration potential of Monotheca buxifolia (Falc.) A. DC. dominated forests of Lower Dir District, Pakistan",2011,Frontiers of Agriculture in China,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952051178&doi=10.1007%2fs11703-011-1062-x&partnerID=40&md5=540330b11d6f362f5e4a66832acca4fc,"Science and Technology, Laboratory of Dendrochronology, Plant Ecology Department of Botany Federal Urdu University of Arts, Gulshane-Iqbal Karachi 75300, Pakistan","Khan N., Science and Technology, Laboratory of Dendrochronology, Plant Ecology Department of Botany Federal Urdu University of Arts, Gulshane-Iqbal Karachi 75300, Pakistan; Ahmed M., Science and Technology, Laboratory of Dendrochronology, Plant Ecology Department of Botany Federal Urdu University of Arts, Gulshane-Iqbal Karachi 75300, Pakistan; Shaukat S.S., Science and Technology, Laboratory of Dendrochronology, Plant Ecology Department of Botany Federal Urdu University of Arts, Gulshane-Iqbal Karachi 75300, Pakistan; Wahab M., Science and Technology, Laboratory of Dendrochronology, Plant Ecology Department of Botany Federal Urdu University of Arts, Gulshane-Iqbal Karachi 75300, Pakistan; Siddiqui M.F., Science and Technology, Laboratory of Dendrochronology, Plant Ecology Department of Botany Federal Urdu University of Arts, Gulshane-Iqbal Karachi 75300, Pakistan",
Heeley J.,"Heeley, John (56543201600)",56543201600,Inside city tourism: A European perspective,2011,Inside City Tourism: A European Perspective,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949458819&partnerID=40&md5=ae4fc565509ed42528c2f47b3e22f964,,,
Abdulaal W.A.,"Abdulaal, W.A. (55403385300)",55403385300,Public-private partnership in regenerating unplanned settlements in Jeddah,2011,International Journal of Sustainable Development and Planning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054890147&doi=10.2495%2fSDP-V6-N2-181-194&partnerID=40&md5=910ce8be43fd15304ef3d199450506fe,"Department of Urban and Regional Planning, King Abdulaziz University, Jeddah, Saudi Arabia","Abdulaal W.A., Department of Urban and Regional Planning, King Abdulaziz University, Jeddah, Saudi Arabia",
Mohammed G.; Thwaites K.,"Mohammed, G. (57192180667); Thwaites, K. (10140807600)",57192180667; 10140807600,"Reforming urban spatial morphology within social sustainability: An exploration of pattern language of Middle Eastern open spaces: Space of Bein El-Qasreen, case study in Cairo",2011,International Journal of Sustainable Development and Planning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858670328&doi=10.2495%2fSDP-V6-N4-487-511&partnerID=40&md5=209f838db58176a7dabf6d7b61ad8f75,"Urban Design Department, Faculty of Urban and Regional Planning, Cairo University, Egypt; Department of Landscape, University of Sheffield, United Kingdom","Mohammed G., Urban Design Department, Faculty of Urban and Regional Planning, Cairo University, Egypt; Thwaites K., Department of Landscape, University of Sheffield, United Kingdom",
Ã–zdemir D.,"Ã–zdemir, Dilek (57206470333)",57206470333,"The Role of the Public Sector in the Provision of Housing Supply in Turkey, 1950-2009",2011,International Journal of Urban and Regional Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054887726&doi=10.1111%2fj.1468-2427.2010.00974.x&partnerID=40&md5=bc9148daf6352769d520eb970aa4c75b,"Department of Architecture, Yeditepe University, Turkey","Ã–zdemir D., Department of Architecture, Yeditepe University, Turkey",
Gu Y.; Deng H.; Gao Y.; Zhang H.,"Gu, Yaxiu (46660955300); Deng, Huqiu (46660926700); Gao, Yu (57198715389); Zhang, Huanjuan (46661514700)",46660955300; 46660926700; 57198715389; 46661514700,The potential of urban wastewater heat: The feasibility analysis of using wastewater source heat pump,2011,ISWREP 2011 - Proceedings of 2011 International Symposium on Water Resource and Environmental Protection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960743945&doi=10.1109%2fISWREP.2011.5893305&partnerID=40&md5=7d579d9bb6dac1e0bd837615b9df3fdd,"School of Environmental Science and Engineering, Chang'an University, Xi'an, China","Gu Y., School of Environmental Science and Engineering, Chang'an University, Xi'an, China; Deng H., School of Environmental Science and Engineering, Chang'an University, Xi'an, China; Gao Y., School of Environmental Science and Engineering, Chang'an University, Xi'an, China; Zhang H., School of Environmental Science and Engineering, Chang'an University, Xi'an, China",
Maennig W.; Schwarthqff F.,"Maennig, Wolfgang (55969657400); Schwarthqff, Florian (47562153700)",55969657400; 47562153700,"Stadiums and regional economic development: International experience and the plans of Durban, South Africa",2011,Journal of Architectural and Planning Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051770989&partnerID=40&md5=5ce1c09d6fc811e85aae419b69936c34,"Hamburg University, Department of Business and Economics, D-20146 Hamburg, Von-Melle-Park 5, Germany; Von Gerkan, Marg, and Partners (GMP) International, Berlin, Germany","Maennig W., Hamburg University, Department of Business and Economics, D-20146 Hamburg, Von-Melle-Park 5, Germany; Schwarthqff F., Von Gerkan, Marg, and Partners (GMP) International, Berlin, Germany",
Acosta J.A.; Faz A.; Kalbitz K.; Jansen B.; MartÃ­nez-MartÃ­nez S.,"Acosta, Jose A. (57219654668); Faz, Ãngel (6506495282); Kalbitz, Karsten (6701547354); Jansen, Boris (55769841200); MartÃ­nez-MartÃ­nez, Silvia (25926547100)",57219654668; 6506495282; 6701547354; 55769841200; 25926547100,Heavy metal concentrations in particle size fractions from street dust of Murcia (Spain) as the basis for risk assessment,2011,Journal of Environmental Monitoring,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955171453&doi=10.1039%2fc1em10364d&partnerID=40&md5=08f07a2877f8cf4fd458c3e66d15fab1,"Sustainable Use Management, and Reclamation of Soil and Water Research Group, Department of Agrarian Science and Technology, Technical University of Cartagena, Cartagena Murcia 30203, Paseo Alfonso XIII, 52, Spain; Earth Surface Science Research Group, Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam 1090GE, P.O Box 94240, Netherlands","Acosta J.A., Sustainable Use Management, and Reclamation of Soil and Water Research Group, Department of Agrarian Science and Technology, Technical University of Cartagena, Cartagena Murcia 30203, Paseo Alfonso XIII, 52, Spain; Faz A., Sustainable Use Management, and Reclamation of Soil and Water Research Group, Department of Agrarian Science and Technology, Technical University of Cartagena, Cartagena Murcia 30203, Paseo Alfonso XIII, 52, Spain; Kalbitz K., Earth Surface Science Research Group, Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam 1090GE, P.O Box 94240, Netherlands; Jansen B., Earth Surface Science Research Group, Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam 1090GE, P.O Box 94240, Netherlands; MartÃ­nez-MartÃ­nez S., Sustainable Use Management, and Reclamation of Soil and Water Research Group, Department of Agrarian Science and Technology, Technical University of Cartagena, Cartagena Murcia 30203, Paseo Alfonso XIII, 52, Spain",
Baul T.K.; Hossain M.M.; Mezbahuddin M.; Mohiuddin M.,"Baul, Tarit Kumar (25721827600); Hossain, Mohammad Mosharraf (27170358000); Mezbahuddin, Mohammad (23470202500); Mohiuddin, Mohammed (57198188614)",25721827600; 27170358000; 23470202500; 57198188614,"Vegetative propagation of Litsea monopetala, a wild tropical medicinal plant: Effects of indole-3-butyric acid (IBA) on stem cuttings",2011,Journal of Forestry Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961028480&doi=10.1007%2fs11676-011-0111-x&partnerID=40&md5=8a9c0fa328bac064b31bc3a1af3afc11,"School of Environment, Natural Resources and Geography, Bangor University, Bangor LL57 1DZ, Bryn Eithin, St. Mary's Site, United Kingdom; Institute of Forestry and Environmental Sciences, University of Chittagong, Chittagong 4331, Bangladesh; Graduate School of Engineering, Osaka University, Suita, Osaka 565-0871, Japan; Department of Renewable Resources, University of Alberta, Alberta, Canada","Baul T.K., School of Environment, Natural Resources and Geography, Bangor University, Bangor LL57 1DZ, Bryn Eithin, St. Mary's Site, United Kingdom; Hossain M.M., Institute of Forestry and Environmental Sciences, University of Chittagong, Chittagong 4331, Bangladesh, Graduate School of Engineering, Osaka University, Suita, Osaka 565-0871, Japan; Mezbahuddin M., Department of Renewable Resources, University of Alberta, Alberta, Canada; Mohiuddin M., Institute of Forestry and Environmental Sciences, University of Chittagong, Chittagong 4331, Bangladesh",
Altieri M.A.; Toledo V.M.,"Altieri, Miguel A. (16410728800); Toledo, Victor Manuel (6603867410)",16410728800; 6603867410,"The agroecological revolution in Latin America: Rescuing nature, ensuring food sovereignty and empowering peasants",2011,Journal of Peasant Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960616397&doi=10.1080%2f03066150.2011.582947&partnerID=40&md5=d2fd033d7fce4150cddac9ea48cd1cb1,"Agroecology, University of California, United States; Univeridad Nacional Autonoma de Mexico, Campus Morelia, Mexico","Altieri M.A., Agroecology, University of California, United States; Toledo V.M., Univeridad Nacional Autonoma de Mexico, Campus Morelia, Mexico",
Schlossberg S.; King D.I.; Chandler R.B.,"Schlossberg, Scott (55973776700); King, David I. (55751038800); Chandler, Richard B. (57203451578)",55973776700; 55751038800; 57203451578,Effects of low-density housing development on shrubland birds in western Massachusetts,2011,Landscape and Urban Planning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052679900&doi=10.1016%2fj.landurbplan.2011.06.001&partnerID=40&md5=d05d702b4c50b16b66a48c126db4e493,"Department of Environmental Conservation, University of Massachusetts-Amherst, Amherst, MA 01003, 204 Holdsworth Hall, United States; USDA Forest Service, Northern Research Station, University of Massachusetts-Amherst, Amherst, MA 01003, 204 Holdsworth Hall, United States","Schlossberg S., Department of Environmental Conservation, University of Massachusetts-Amherst, Amherst, MA 01003, 204 Holdsworth Hall, United States; King D.I., Department of Environmental Conservation, University of Massachusetts-Amherst, Amherst, MA 01003, 204 Holdsworth Hall, United States, USDA Forest Service, Northern Research Station, University of Massachusetts-Amherst, Amherst, MA 01003, 204 Holdsworth Hall, United States; Chandler R.B., Department of Environmental Conservation, University of Massachusetts-Amherst, Amherst, MA 01003, 204 Holdsworth Hall, United States","Massachusetts MassWildlife Division of Fisheries and Wildlife, DFW; Natural Resources Conservation Service, NRCS"
Hastaoglou-Martinidis V.,"Hastaoglou-Martinidis, Vilma (6507740170)",6507740170,Urban aesthetics and national identity: The refashioning of eastern mediterranean cities between 1900 and 19401,2011,Planning Perspectives,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952806007&doi=10.1080%2f02665433.2011.550442&partnerID=40&md5=04b138b862439760f4bbd01ac3ce04cf,"School of Architecture, Aristotle University of Thessaloniki, Thessaloniki, Greece","Hastaoglou-Martinidis V., School of Architecture, Aristotle University of Thessaloniki, Thessaloniki, Greece","Hermann Jansen; Joseph Brix, (1914â€“1917)"
Khalil F.,"Khalil, Farid (54791030900)",54791030900,Urban sprawl vs urban renewal: What role for town and country planning instruments in ensuring sustainable cities? Case of Algeri,2011,Procedia Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84255199699&doi=10.1016%2fj.proeng.2011.11.2075&partnerID=40&md5=1ca961b01ec2c47fb9dbdb6ba89fa255,"Architecture and Environment Laboratory, Polytechnic School of Architecture and Urbanism, El-Harrach, Algiers, Route de Beaulieu, Algeria","Khalil F., Architecture and Environment Laboratory, Polytechnic School of Architecture and Urbanism, El-Harrach, Algiers, Route de Beaulieu, Algeria",
Peters R.C.,"Peters, Rita C. (26537909000)",26537909000,A complete design package,2011,Reading for the R and D Community,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054944065&partnerID=40&md5=56d1fe1c91d6d2aafb892bb497cc0d7c,,,
Zheng X.; Li H.,"Zheng, Xuehai (56156950500); Li, Hongwei (40861349000)",56156950500; 40861349000,A study on countermeasures of regenerating traditional commercial precincts in historic cities,2011,"Regulatory Regional Economic Challenge and Project Management in Sustain - Call of Paper from the 2nd International Symposium on Project Management, ISPMREC 2011",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900802927&partnerID=40&md5=e387b4338b49df7d1febd9bd7d0049f7,"College of Urban and Rural Constructions, Agricultural University of Hebei, Baoding, 071001, China","Zheng X., College of Urban and Rural Constructions, Agricultural University of Hebei, Baoding, 071001, China; Li H., College of Urban and Rural Constructions, Agricultural University of Hebei, Baoding, 071001, China",
